"idVotacao";"uriVotacao";"data";"descricao";"proposicao_id";"proposicao_uri";"proposicao_ementa";"proposicao_codTipo";"proposicao_siglaTipo";"proposicao_numero";"proposicao_ano";"proposicao_titulo"
"46249-297";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-297";"2022-02-09";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei 6.299, de 2002, adotada pelo relator da Comissão Especial, ressalvados os destaques. Sim: 301; não: 150; abstenção: 2; total: 453.";"2122025";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2122025";"Requer a apensação do PL nº 6670, de 2016, da Comissão de Legislação Participativa, ao PL nº 6299 de 2002, para que tramitem em conjunto.";"304";"REQ";"5748";"2016";"REQ 5748/2016 => PL 6299/2002"
"46249-297";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-297";"2022-02-09";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei 6.299, de 2002, adotada pelo relator da Comissão Especial, ressalvados os destaques. Sim: 301; não: 150; abstenção: 2; total: 453.";"2140180";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2140180";"Requer a apensação do Projeto de Lei nº 7.710/2017, que ""Altera a Lei nº 8.629, de 25 de fevereiro de 1993, que ''Dispõe sobre a regulamentação dos dispositivos constitucionais relativos à reforma agrária, previstos no Capítulo III, Título VII, da Constituição Federal'', para tornar passível de desapropriação a propriedade rural que utilizar defensivos agrícolas proibidos no Brasil"", ao Projeto de Lei nº 6.299/2002, que ""Altera os arts 3º e 9º da Lei nº 7.802, de 11 de julho de 1989, que dispõe sobre a pesquisa, a experimentação, a produção, a embalagem e rotulagem, o transporte, o armazenamento, a comercialização, a propaganda comercial, a utilização, a importação, a exportação, o destino final dos resíduos e embalagens, o registro, a classificação, o controle, a inspeção e a fiscalização de agrotóxicos, seus componentes e afins, e dá outras providências"".";"304";"REQ";"6660";"2017";"REQ 6660/2017 => PL 6299/2002"
"46249-297";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-297";"2022-02-09";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei 6.299, de 2002, adotada pelo relator da Comissão Especial, ressalvados os destaques. Sim: 301; não: 150; abstenção: 2; total: 453.";"2146659";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2146659";"Requer a apensação do PL nº 8026/2017, ao PL nº 6299 de 2002, para que tramitem em conjunto.";"304";"REQ";"6945";"2017";"REQ 6945/2017 => PL 6299/2002"
"46249-297";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-297";"2022-02-09";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei 6.299, de 2002, adotada pelo relator da Comissão Especial, ressalvados os destaques. Sim: 301; não: 150; abstenção: 2; total: 453.";"2146660";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2146660";"Requer a apensação do PL nº 6042/2016, ao PL nº 6299 de 2002, para que tramitem em conjunto.";"304";"REQ";"6946";"2017";"REQ 6946/2017 => PL 6299/2002"
"46249-297";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-297";"2022-02-09";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei 6.299, de 2002, adotada pelo relator da Comissão Especial, ressalvados os destaques. Sim: 301; não: 150; abstenção: 2; total: 453.";"2146662";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2146662";"Requer a apensação do PL nº 713/1999, ao PL nº 6299 de 2002, para que tramitem em conjunto.";"304";"REQ";"6947";"2017";"REQ 6947/2017 => PL 713/1999"
"46249-297";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-297";"2022-02-09";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei 6.299, de 2002, adotada pelo relator da Comissão Especial, ressalvados os destaques. Sim: 301; não: 150; abstenção: 2; total: 453.";"2146663";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2146663";"Requer a apensação do PL nº 5131/2016, ao PL nº 6299 de 2002, para que tramitem em conjunto.";"304";"REQ";"6948";"2017";"REQ 6948/2017 => PL 6299/2002"
"46249-297";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-297";"2022-02-09";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei 6.299, de 2002, adotada pelo relator da Comissão Especial, ressalvados os destaques. Sim: 301; não: 150; abstenção: 2; total: 453.";"2163402";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2163402";"Requer o desapensação do PL nº 8.892, de 2017, do PL nºRequer o desapensação do PL nº 8.892, de 2017, do PL nº 6.299, de 2002.";"305";"REQ";"7751";"2017";"REQ 7751/2017 => PL 6299/2002"
"46249-297";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-297";"2022-02-09";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei 6.299, de 2002, adotada pelo relator da Comissão Especial, ressalvados os destaques. Sim: 301; não: 150; abstenção: 2; total: 453.";"2175209";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2175209";"Requer a desapensação do Projeto de Lei nº.  461 de 2015,  apensado ao PL 6299, de 2002.";"305";"REQ";"8642";"2018";"REQ 8642/2018 => PL 6299/2002"
"46249-297";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-297";"2022-02-09";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei 6.299, de 2002, adotada pelo relator da Comissão Especial, ressalvados os destaques. Sim: 301; não: 150; abstenção: 2; total: 453.";"2175210";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2175210";"Requer a desapensação do Projeto de Lei nº 958 de 2015,  apensado ao PL 6299, de 2002.";"305";"REQ";"8643";"2018";"REQ 8643/2018 => PL 6299/2002"
"46249-297";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-297";"2022-02-09";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei 6.299, de 2002, adotada pelo relator da Comissão Especial, ressalvados os destaques. Sim: 301; não: 150; abstenção: 2; total: 453.";"2175218";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2175218";"Requer a desapensação do PL 4412, de 2012 apensado ao PL 6299, de 2002.";"305";"REQ";"8647";"2018";"REQ 8647/2018 => PL 6299/2002"
"46249-297";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-297";"2022-02-09";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei 6.299, de 2002, adotada pelo relator da Comissão Especial, ressalvados os destaques. Sim: 301; não: 150; abstenção: 2; total: 453.";"2283082";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2283082";"Requer a apensação do Projeto de Lei nº 1.644 de 2015, que “Altera a Lei nº 9.782, de 16 de janeiro de 1999, para instituir fator de correção dos valores da Taxa de Fiscalização de Vigilância Sanitária e atualizar os valores das taxas cobradas para avaliação e reavaliação toxicológica para registro de produtos"", ao Projeto de Lei nº 6.299 de 2002 que “Altera os arts 3º e 9º da Lei nº 7.802, de 11 de julho de 1989, que dispõe sobre a pesquisa, a experimentação, a produção, a embalagem e rotulagem, o transporte, o armazenamento, a comercialização, a propaganda comercial, a utilização, a importação, a exportação, o destino final dos resíduos e embalagens, o registro, a classificação, o controle, a inspeção e a fiscalização de agrotóxicos, seus componentes e afins, e dá outras providências.”";"304";"REQ";"1070";"2021";"REQ 1070/2021"
"46249-297";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-297";"2022-02-09";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei 6.299, de 2002, adotada pelo relator da Comissão Especial, ressalvados os destaques. Sim: 301; não: 150; abstenção: 2; total: 453.";"2297231";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2297231";"Requer a desapensação dos Projetos de Lei N° 2.619/2021 e N° 9.271/2017 do Projeto de Lei N° 6.299/2002.";"305";"REQ";"1769";"2021";"REQ 1769/2021"
"46249-297";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-297";"2022-02-09";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei 6.299, de 2002, adotada pelo relator da Comissão Especial, ressalvados os destaques. Sim: 301; não: 150; abstenção: 2; total: 453.";"2308634";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2308634";"Requer a inclusão na Ordem do Dia do Projeto de Lei n.º 490/2007 e do Projeto de Lei n.º 6.299/2002";"318";"REQ";"2459";"2021";"REQ 2459/2021"
"46249-297";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-297";"2022-02-09";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei 6.299, de 2002, adotada pelo relator da Comissão Especial, ressalvados os destaques. Sim: 301; não: 150; abstenção: 2; total: 453.";"2312874";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2312874";"Requeremos a Vossa Excelência, nos termos do art. 155 do Regimento Interno da Câmara
dos Deputados, URGÊNCIA para apreciação do PL nº 6299/2002.";"392";"REQ";"2844";"2021";"REQ 2844/2021"
"46249-297";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-297";"2022-02-09";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei 6.299, de 2002, adotada pelo relator da Comissão Especial, ressalvados os destaques. Sim: 301; não: 150; abstenção: 2; total: 453.";"2314225";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2314225";"Emenda Supressiva ao PL 6299/2002.";"870";"EMP";"1";"";"EMP 1 => PL 6299/2002"
"46249-297";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-297";"2022-02-09";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei 6.299, de 2002, adotada pelo relator da Comissão Especial, ressalvados os destaques. Sim: 301; não: 150; abstenção: 2; total: 453.";"2314226";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2314226";"Emenda Supressiva ao PL 6299/2002.";"870";"EMP";"2";"";"EMP 2 => PL 6299/2002"
"46249-297";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-297";"2022-02-09";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei 6.299, de 2002, adotada pelo relator da Comissão Especial, ressalvados os destaques. Sim: 301; não: 150; abstenção: 2; total: 453.";"2314227";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2314227";"Emenda Supressiva ao PL 6299/2002.";"870";"EMP";"3";"";"EMP 3 => PL 6299/2002"
"46249-297";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-297";"2022-02-09";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei 6.299, de 2002, adotada pelo relator da Comissão Especial, ressalvados os destaques. Sim: 301; não: 150; abstenção: 2; total: 453.";"2314228";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2314228";"Emenda Supressiva ao PL 6299/2002.";"870";"EMP";"4";"";"EMP 4 => PL 6299/2002"
"46249-297";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-297";"2022-02-09";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei 6.299, de 2002, adotada pelo relator da Comissão Especial, ressalvados os destaques. Sim: 301; não: 150; abstenção: 2; total: 453.";"2314229";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2314229";"Emenda Supressiva ao PL 6.299/2002.";"870";"EMP";"5";"";"EMP 5 => PL 6299/2002"
"46249-297";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-297";"2022-02-09";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei 6.299, de 2002, adotada pelo relator da Comissão Especial, ressalvados os destaques. Sim: 301; não: 150; abstenção: 2; total: 453.";"2314231";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2314231";"Emenda Supressiva ao PL 6299/2002.";"870";"EMP";"6";"";"EMP 6 => PL 6299/2002"
"46249-297";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-297";"2022-02-09";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei 6.299, de 2002, adotada pelo relator da Comissão Especial, ressalvados os destaques. Sim: 301; não: 150; abstenção: 2; total: 453.";"2314289";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2314289";"Dispõe sobre a pesquisa, a experimentação, a produção, a embalagem e rotulagem, o transporte, o armazenamento, a comercialização, a utilização, a importação, a exportação, o destino final dos resíduos e embalagens, o registro, a classificação, o controle, a inspeção e a fiscalização de pesticidas e de produtos de controle ambiental e afins, e dá outras providências.";"870";"EMP";"7";"";"EMP 7 => PL 6299/2002"
"46249-297";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-297";"2022-02-09";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei 6.299, de 2002, adotada pelo relator da Comissão Especial, ressalvados os destaques. Sim: 301; não: 150; abstenção: 2; total: 453.";"2314297";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2314297";"Altera-se o §11, do art. 3º, do substitutivo adotado pela Comissão Especial do Projeto de Lei n.º 6.299, de 2002.";"870";"EMP";"8";"";"EMP 8 => PL 6299/2002"
"46249-297";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-297";"2022-02-09";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei 6.299, de 2002, adotada pelo relator da Comissão Especial, ressalvados os destaques. Sim: 301; não: 150; abstenção: 2; total: 453.";"2314299";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2314299";"Dê-se nova redação ao art. 9º, do substitutivo adotado pela Comissão Especial do Projeto de Lei n.º 6.299, de 2002:";"870";"EMP";"9";"";"EMP 9 => PL 6299/2002"
"46249-297";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-297";"2022-02-09";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei 6.299, de 2002, adotada pelo relator da Comissão Especial, ressalvados os destaques. Sim: 301; não: 150; abstenção: 2; total: 453.";"2314307";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2314307";"Dispõe sobre a pesquisa, a experimentação, a produção, a embalagem e rotulagem, o transporte, o armazenamento, a comercialização, a utilização, a importação, a exportação, o destino final dos resíduos e embalagens, o registro, a classificação, o controle, a inspeção e a fiscalização de pesticidas e de produtos de controle ambiental e afins, e dá outras providências.";"1001";"PRLE";"1";"";"PRLE 1 => PL 6299/2002"
"46249-297";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-297";"2022-02-09";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei 6.299, de 2002, adotada pelo relator da Comissão Especial, ressalvados os destaques. Sim: 301; não: 150; abstenção: 2; total: 453.";"2314311";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2314311";"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Luiz Nishimori (PL-PR), pela Comissão Especial, que conclui pela não implicação sobre as despesas ou receitas públicas; pela constitucionalidade, juridicidade e boa técnica legislativa; e, no mérito, pela aprovação da Emenda de Plenário nº 7, na forma da Subemenda Substitutiva Global, e pela rejeição das demais Emendas de Plenário.";"442";"PEP";"1";"";"PEP 1 CEURG => PL 6299/2002"
"46249-297";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-297";"2022-02-09";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei 6.299, de 2002, adotada pelo relator da Comissão Especial, ressalvados os destaques. Sim: 301; não: 150; abstenção: 2; total: 453.";"2320039";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2320039";"Dispõe sobre a pesquisa, a experimentação, a produção, a embalagem e a rotulagem, o transporte, o armazenamento, a comercialização, a utilização, a importação, a exportação, o destino final dos resíduos e das embalagens, o registro, a classificação, o controle, a inspeção e a fiscalização de pesticidas, de produtos de controle ambiental e afins; altera a Lei Delegada nº 8, de 11 de outubro de 1962; revoga as Leis nºs 7.802, de 11 de julho de 1989, e 9.974, de 6 de junho de 2000, partes de anexos das Leis nºs 6.938, de 31 de agosto de 1981, e 9.782, de 26 de janeiro de 1999, e dispositivo da Lei nº 12.873, de 24 de outubro de 2013; e dá outras providências.";"197";"RDF";"1";"";"RDF 1 => PL 6299/2002"
"46249-305";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-305";"2022-02-09";"Mantido o texto. Sim: 271; não: 128; abstenção: 1; total: 400.";"318155";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/318155";"Requer encaminhamento do PL 6.299/02 à Comissão de Seguridade Social e Família.";"314";"REQ";"3786";"2006";"REQ 3786/2006 => PL 6299/2002"
"46249-305";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-305";"2022-02-09";"Mantido o texto. Sim: 271; não: 128; abstenção: 1; total: 400.";"2086892";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2086892";"Requer a apensação do Projeto de Lei nº 6.299/2002, que ""altera os arts 3º e 9º da Lei nº 7.802, de 11 de julho de 1989, que dispõe sobre a pesquisa, a experimentação, a produção, a embalagem e rotulagem, o transporte, o armazenamento, a comercialização, a propaganda comercial, a utilização, a importação, a exportação, o destino final dos resíduos e embalagens, o registro, a classificação, o controle, a inspeção e a fiscalização de agrotóxicos, seus componentes e afins, e dá outras providências"", ao Projeto de Lei nº 1.687/2015, que ""altera a Lei nº 7.802, de 11 de julho de 1989, para instituir a Política Nacional de Apoio aos Agrotóxicos e Afins de Baixa Periculosidade"".";"304";"REQ";"4597";"2016";"REQ 4597/2016 => PL 6299/2002"
"46249-305";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-305";"2022-02-09";"Mantido o texto. Sim: 271; não: 128; abstenção: 1; total: 400.";"2120551";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2120551";"Requer a apensação do PL nº 958, de 2015, do Senhor Padre João, ao PL nº 6299, de 2002, para que tramitem em conjunto";"304";"REQ";"5687";"2016";"REQ 5687/2016 => PL 6299/2002"
"46249-305";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-305";"2022-02-09";"Mantido o texto. Sim: 271; não: 128; abstenção: 1; total: 400.";"2122025";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2122025";"Requer a apensação do PL nº 6670, de 2016, da Comissão de Legislação Participativa, ao PL nº 6299 de 2002, para que tramitem em conjunto.";"304";"REQ";"5748";"2016";"REQ 5748/2016 => PL 6299/2002"
"46249-305";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-305";"2022-02-09";"Mantido o texto. Sim: 271; não: 128; abstenção: 1; total: 400.";"2140180";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2140180";"Requer a apensação do Projeto de Lei nº 7.710/2017, que ""Altera a Lei nº 8.629, de 25 de fevereiro de 1993, que ''Dispõe sobre a regulamentação dos dispositivos constitucionais relativos à reforma agrária, previstos no Capítulo III, Título VII, da Constituição Federal'', para tornar passível de desapropriação a propriedade rural que utilizar defensivos agrícolas proibidos no Brasil"", ao Projeto de Lei nº 6.299/2002, que ""Altera os arts 3º e 9º da Lei nº 7.802, de 11 de julho de 1989, que dispõe sobre a pesquisa, a experimentação, a produção, a embalagem e rotulagem, o transporte, o armazenamento, a comercialização, a propaganda comercial, a utilização, a importação, a exportação, o destino final dos resíduos e embalagens, o registro, a classificação, o controle, a inspeção e a fiscalização de agrotóxicos, seus componentes e afins, e dá outras providências"".";"304";"REQ";"6660";"2017";"REQ 6660/2017 => PL 6299/2002"
"46249-305";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-305";"2022-02-09";"Mantido o texto. Sim: 271; não: 128; abstenção: 1; total: 400.";"2146659";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2146659";"Requer a apensação do PL nº 8026/2017, ao PL nº 6299 de 2002, para que tramitem em conjunto.";"304";"REQ";"6945";"2017";"REQ 6945/2017 => PL 6299/2002"
"46249-305";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-305";"2022-02-09";"Mantido o texto. Sim: 271; não: 128; abstenção: 1; total: 400.";"2146660";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2146660";"Requer a apensação do PL nº 6042/2016, ao PL nº 6299 de 2002, para que tramitem em conjunto.";"304";"REQ";"6946";"2017";"REQ 6946/2017 => PL 6299/2002"
"46249-305";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-305";"2022-02-09";"Mantido o texto. Sim: 271; não: 128; abstenção: 1; total: 400.";"2146662";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2146662";"Requer a apensação do PL nº 713/1999, ao PL nº 6299 de 2002, para que tramitem em conjunto.";"304";"REQ";"6947";"2017";"REQ 6947/2017 => PL 713/1999"
"46249-305";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-305";"2022-02-09";"Mantido o texto. Sim: 271; não: 128; abstenção: 1; total: 400.";"2146663";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2146663";"Requer a apensação do PL nº 5131/2016, ao PL nº 6299 de 2002, para que tramitem em conjunto.";"304";"REQ";"6948";"2017";"REQ 6948/2017 => PL 6299/2002"
"46249-305";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-305";"2022-02-09";"Mantido o texto. Sim: 271; não: 128; abstenção: 1; total: 400.";"2163402";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2163402";"Requer o desapensação do PL nº 8.892, de 2017, do PL nºRequer o desapensação do PL nº 8.892, de 2017, do PL nº 6.299, de 2002.";"305";"REQ";"7751";"2017";"REQ 7751/2017 => PL 6299/2002"
"46249-305";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-305";"2022-02-09";"Mantido o texto. Sim: 271; não: 128; abstenção: 1; total: 400.";"2175209";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2175209";"Requer a desapensação do Projeto de Lei nº.  461 de 2015,  apensado ao PL 6299, de 2002.";"305";"REQ";"8642";"2018";"REQ 8642/2018 => PL 6299/2002"
"46249-305";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-305";"2022-02-09";"Mantido o texto. Sim: 271; não: 128; abstenção: 1; total: 400.";"2175210";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2175210";"Requer a desapensação do Projeto de Lei nº 958 de 2015,  apensado ao PL 6299, de 2002.";"305";"REQ";"8643";"2018";"REQ 8643/2018 => PL 6299/2002"
"46249-305";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-305";"2022-02-09";"Mantido o texto. Sim: 271; não: 128; abstenção: 1; total: 400.";"2175218";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2175218";"Requer a desapensação do PL 4412, de 2012 apensado ao PL 6299, de 2002.";"305";"REQ";"8647";"2018";"REQ 8647/2018 => PL 6299/2002"
"46249-305";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-305";"2022-02-09";"Mantido o texto. Sim: 271; não: 128; abstenção: 1; total: 400.";"2283082";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2283082";"Requer a apensação do Projeto de Lei nº 1.644 de 2015, que “Altera a Lei nº 9.782, de 16 de janeiro de 1999, para instituir fator de correção dos valores da Taxa de Fiscalização de Vigilância Sanitária e atualizar os valores das taxas cobradas para avaliação e reavaliação toxicológica para registro de produtos"", ao Projeto de Lei nº 6.299 de 2002 que “Altera os arts 3º e 9º da Lei nº 7.802, de 11 de julho de 1989, que dispõe sobre a pesquisa, a experimentação, a produção, a embalagem e rotulagem, o transporte, o armazenamento, a comercialização, a propaganda comercial, a utilização, a importação, a exportação, o destino final dos resíduos e embalagens, o registro, a classificação, o controle, a inspeção e a fiscalização de agrotóxicos, seus componentes e afins, e dá outras providências.”";"304";"REQ";"1070";"2021";"REQ 1070/2021"
"46249-305";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-305";"2022-02-09";"Mantido o texto. Sim: 271; não: 128; abstenção: 1; total: 400.";"2297231";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2297231";"Requer a desapensação dos Projetos de Lei N° 2.619/2021 e N° 9.271/2017 do Projeto de Lei N° 6.299/2002.";"305";"REQ";"1769";"2021";"REQ 1769/2021"
"46249-305";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-305";"2022-02-09";"Mantido o texto. Sim: 271; não: 128; abstenção: 1; total: 400.";"2308634";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2308634";"Requer a inclusão na Ordem do Dia do Projeto de Lei n.º 490/2007 e do Projeto de Lei n.º 6.299/2002";"318";"REQ";"2459";"2021";"REQ 2459/2021"
"46249-305";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-305";"2022-02-09";"Mantido o texto. Sim: 271; não: 128; abstenção: 1; total: 400.";"2312874";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2312874";"Requeremos a Vossa Excelência, nos termos do art. 155 do Regimento Interno da Câmara
dos Deputados, URGÊNCIA para apreciação do PL nº 6299/2002.";"392";"REQ";"2844";"2021";"REQ 2844/2021"
"46249-305";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-305";"2022-02-09";"Mantido o texto. Sim: 271; não: 128; abstenção: 1; total: 400.";"2314225";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2314225";"Emenda Supressiva ao PL 6299/2002.";"870";"EMP";"1";"";"EMP 1 => PL 6299/2002"
"46249-305";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-305";"2022-02-09";"Mantido o texto. Sim: 271; não: 128; abstenção: 1; total: 400.";"2314226";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2314226";"Emenda Supressiva ao PL 6299/2002.";"870";"EMP";"2";"";"EMP 2 => PL 6299/2002"
"46249-305";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-305";"2022-02-09";"Mantido o texto. Sim: 271; não: 128; abstenção: 1; total: 400.";"2314227";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2314227";"Emenda Supressiva ao PL 6299/2002.";"870";"EMP";"3";"";"EMP 3 => PL 6299/2002"
"46249-305";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-305";"2022-02-09";"Mantido o texto. Sim: 271; não: 128; abstenção: 1; total: 400.";"2314228";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2314228";"Emenda Supressiva ao PL 6299/2002.";"870";"EMP";"4";"";"EMP 4 => PL 6299/2002"
"46249-305";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-305";"2022-02-09";"Mantido o texto. Sim: 271; não: 128; abstenção: 1; total: 400.";"2314229";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2314229";"Emenda Supressiva ao PL 6.299/2002.";"870";"EMP";"5";"";"EMP 5 => PL 6299/2002"
"46249-305";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-305";"2022-02-09";"Mantido o texto. Sim: 271; não: 128; abstenção: 1; total: 400.";"2314231";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2314231";"Emenda Supressiva ao PL 6299/2002.";"870";"EMP";"6";"";"EMP 6 => PL 6299/2002"
"46249-305";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-305";"2022-02-09";"Mantido o texto. Sim: 271; não: 128; abstenção: 1; total: 400.";"2314289";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2314289";"Dispõe sobre a pesquisa, a experimentação, a produção, a embalagem e rotulagem, o transporte, o armazenamento, a comercialização, a utilização, a importação, a exportação, o destino final dos resíduos e embalagens, o registro, a classificação, o controle, a inspeção e a fiscalização de pesticidas e de produtos de controle ambiental e afins, e dá outras providências.";"870";"EMP";"7";"";"EMP 7 => PL 6299/2002"
"46249-305";"https://dadosabertos.camara.leg.br/api/v2/votacoes/46249-305";"2022-02-09";"Mantido o texto. Sim: 271; não: 128; abstenção: 1; total: 400.";"2314297";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2314297";"Altera-se o §11, do art. 3º, do substitutivo adotado pela Comissão Especial do Projeto de Lei n.º 6.299, de 2002.";"870";"EMP";"8";"";"EMP 8 => PL 6299/2002"
